id,packageName,owner,repo,dependencies
6095,dimple,Bart6114,dimple,,testthat;shiny;
6096,lmmfit,mi2-warsaw,lmmfit,,nlme;MASS;
6097,tsbugs,gjabel,tsbugs,,R2OpenBUGS;fanplot;
6098,pis2,nxdao2000,pis2,,pomp;stats;graphics;mvtnorm;deSolve;coda;
6099,dfrtopics,agoldst,dfrtopics,,mallet;rJava;Matrix;stringr;dplyr;lazyeval;magrittr;Rcpp;ggplot2;scales;testthat;readr;bigmemory;bigtabulate;XML;jsonlite;lubridate;tidyr;knitr;Rcpp;
6100,weightedroc,tdhock,WeightedROC,,ROCR;pROC;microbenchmark;glmnet;ElemStatLearn;testthat;ggplot2;
6101,loan_calculator,bruno615,loan_calculator,,
6102,gptseties,xiaoyulu2014,GPtseries,,knitr;
6103,errorlocate,data-cleaning,errorlocate,,validate;lpSolveAPI;methods;testthat;
6104,chsi,Gabya06,CHSI,,
6105,funtoonorm,GreenwoodLab,funtooNorm,,pls;BiocStyle;illuminaio;minfi;minfiData;
6106,funtoonorm,stepanv1,funtooNorm,,pls;BiocStyle;illuminaio;
6107,vizrd,wtcooper,vizrd,,dplyr;shiny;ggplot2;Hmisc;scales;tidyr;RColorBrewer;ggvis;ROCR;caret;data.table;scales;
6108,trackdem,marjoleinbruijning,trackdem,,png;compiler;
6109,ipineuralnetworksex5,zero323-attic,ipi-neural-networks-ex-5,,testthat;
6110,prcalc,JaehyunSong,PRcalc,,
6111,ipineuralnetworksex6,zero323-attic,ipi-neural-networks-ex-6,,ggplot2;testthat;
6112,g2chvcdata,sje30,g2chvcdata,,
6113,ipineuralnetworksex3,zero323-attic,ipi-neural-networks-ex-3,,testthat;
6114,dashtest,tdschenk,dashtest,,ggvis;leafletR;
6115,ipineuralnetworksex4,zero323-attic,ipi-neural-networks-ex-4,,
6116,bedmatrix,QuantGen,BEDMatrix,,methods;Rcpp;Rcpp;BH;testthat;
6117,biossa,BioSSA,BioSSA,,Rssa;lattice;latticeExtra;rgl;stringr;akima;pracma;geometry;tripack;oce;alphashape3d;rPython;testthat;
6118,ipineuralnetworksex2,zero323-attic,ipi-neural-networks-ex-2,,testthat;
6119,statintcov,schaarschmidt,statintcov,,ggplot2;multcomp;drc;MASS;mratios;
6120,deform,abarbour,deform,,rgdal;Rcpp;raster;maptools;RColorBrewer;TeachingDemos;maps;sp;plyr;pracma;Rcpp;
6121,toolkit,sean-cho,toolkit,,RColorBrewer;gplots;Hmisc;
6122,extractr,nwfsc-data,ExtractR,,RODBC;
6123,extractr,sckott,extractr,,httr;XML;tm;plyr;Rcampdf;Rpoppler;testthat;knitr;
6124,rstata,lbraglia,RStata,,foreign;tools;utils;
6125,rstata,wwbrannon,rstata,,Rcpp;Rcpp;testthat;
6126,pbtools,petrbouchal,pbtools,,ggplot2;ggthemes;dplyr;reshape2;stringr;scales;grid;extrafont;data.table;lubridate;
6127,pbtools,shingocat,PBTools,,lme4;lsmeans;phia;hdlm;glmnet;
6128,luzlogr,bpbond,luzlogr,,assertthat;testthat;knitr;rmarkdown;
6129,chessdata,hardingnj,chessdata,,reshape2;RSQLite;futile.logger;
6130,subspia,eshinesimida,subpathway-analysis,,
6131,pivotpoints,qwng,pivotpoints,,
6132,sparkrdd,hoxo-m,SparkRDD,,magrittr;
6133,toypackage2,liteep,toyPackage2,,glmnet;knitr;
6134,rstats,johnnyzhz,rstats,,RCurl;
6135,toypackage3,QianSZhangBiostat,toyPackage3,,
6136,deluciator,infotroph,DeLuciatoR,,ggplot2;grid;
6137,medge,cnicholas,medge,,
6138,smwrqw,USGS-R,smwrQW,,dataRetrieval;smwrBase;smwrGraphs;smwrStats;boot;coin;lubridate;methods;mvtnorm;survival;XML;zCompositions;smwrData;cluster;NADA;psych;
6139,nwfscageingerror,nwfsc-assess,nwfscAgeingError,,
6140,dosresmeta,alecri,dosresmeta,,mvmeta;
6141,opennhtsa,statwonk,openNHTSA,,jsonlite;magrittr;httr;testthat;
6142,ecobayesirt,stevencarlislewalker,ecoBayesIRT,,MCMCpack;coda;abind;logspline;plyr;
6143,constrkriging,maatouk,constrKriging,,quadprog;
6144,opencpu,jeroenooms,opencpu,,parallel;tools;stats;evaluate;httpuv;knitr;jsonlite;devtools;httr;brew;openssl;RAppArmor;sendmailR;RProtoBuf;pander;
6145,pinfsc50,knausb,pinfsc50,,
6146,conford,zdealveindy,conford,,vegan;weimea;
6147,phasehsv,naef-lab,PhaseHSV,,
6148,sgt,carterkd,sgt,,optimx;numDeriv;
6149,prodigenr,lwjohnst86,prodigenr,,rmarkdown;git2r;packrat;knitr;
6150,pacotools,Pakillo,pacotools,,arm;ggplot2;grid;Hmisc;qdap;RColorBrewer;
6151,r2excel,kassambara,r2excel,,xlsx;xlsx;
6152,opensus,spock74,opensus,,dplyr;ggplot2;leafletR;RJSONIO;jsonlite;RCurl;opencpu;rmongodb;ggmap;testthat;
6153,r.gitlab.ci,jangorecki,r.gitlab.ci,,
6154,runichembl,abhik1368,rUniChEMBL,,RCurl;jsonlite;RCurl;jsonlite;
6155,xkcdcolors,tslumley,xkcdcolors,,grDevices;FNN;
6156,scrdesign,jaroyle,scrDesign,,raster;rjags;R2Cuba;gdistance;
6157,dorsetstats,yapweiliang,DorsetStats,,stringr;
6158,repplab,fischuu,REPPlab,,rJava;lattice;LDRTools;utils;graphics;tourr;amap;
6159,annotsnpstats,chr1swallace,annotSnpStats,,methods;Rcpp;Rcpp;snpStats;testthat;
6160,imartools,enriqueramos,imaRtools,,rJava;xlsx;xlsxjars;
6161,meetupbids,dani-lbnl,meetupBIDS,,
6162,rvenn,yanlinlin82,Rvenn,,
6163,fdatools,tectronics,force-distribution-analysis.r-libs,,bio3d;SparseM;SparseM;
6164,ewdogolny,tzoltak,EWDogolny,,stats;graphics;grDevices;plyr;lme4;
6165,iteratenetwork,toledobastos,iterateNetwork,,
6166,swiftcap,lingani,swiftcap,,data.table;stringi;scales;RWeka;testthat;data.table;
6167,swiftcap,nickwallen,swiftcap,,data.table;stringi;scales;RWeka;testthat;
6168,bdaepimodel,fintzij,BDAepimodel,,ggplot2;reshape2;pryr;MCMCpack;MASS;Rcpp;RcppArmadillo;Rcpp;RcppArmadillo;knitr;rmarkdown;testthat;
6169,multitable,stevencarlislewalker,multitable,,MASS;lattice;testthat;arm;ggplot2;rbenchmark;scales;vegan;Matrix;
6170,rdwd,rentrop,RDWD,,RCurl;data.table;
6171,digit,trinker,digit,,testthat;
6172,seriation,mhahsler,seriation,,TSP;qap;grid;cluster;gclus;colorspace;MASS;gplots;registry;methods;stats;grDevices;biclust;testthat;DendSer;GA;
6173,zevmisc,zross,zevmisc,,knitr;
6174,sgl,wrbrooks,SGL,,
6175,surveydata,andrie,surveydata,,stringr;plyr;
6176,rk.mpt,rkward-community,rk.MPT,,rkward;MPTinR2;rkward;
6177,sgp,CenterForAssessment,SGP,,SGPdata;Cairo;colorspace;datasets;data.table;doParallel;equate;foreach;graphics;grid;grDevices;gridBase;iterators;gtools;jsonlite;matrixStats;methods;parallel;quantreg;RSQLite;randomNames;sn;splines;stats;toOrdinal;utils;
6178,sgp,shangyi,SGP.experiment,,randomNames;parallel;SGPdata;Cairo;colorspace;data.table;doParallel;foreach;grid;gridBase;iterators;jsonlite;methods;plyr;quantreg;reshape2;RSQLite;sn;splines;
6179,redwalk,barrpet,redwalk-r,,igraph;stats;fastcluster;Rcpp;RcppEigen;Rcpp;RcppEigen;
6180,metabtopathway,cherkaos,MetabToPathways,,
6181,options.studies,taylorizing,options.studies,,lubridate;dplyr;ggvis;data.table;scales;RcppBDT;shinythemes;shiny;lubridate;dplyr;ggvis;data.table;scales;RcppBDT;shinythemes;shiny;
6182,sgd,airoldilab,sgd,,bigmemory;gridExtra;R.rsp;testthat;ggplot2;MASS;methods;Rcpp;BH;bigmemory;Rcpp;RcppArmadillo;
6183,gabsanir,RegisOB,GabSaniR,,reshape;openxlsx;stringr;knitr;plyr;ggplot2;RColorBrewer;tools;
6184,rdvr,johndharrison,rDVR,,methods;RCurl;knitr;RSelenium;
6185,gsea,antonkulaga,gsea_old,,nlme;DESeq;affy;affyPLM;plier;limma;biomaRt;org.Dem.eg.db;igraph;marray;AnnotationDbi;gplots;MASS;
6186,gsea,hxin,gsea,,
6187,aethera,rich-iannone,aetheRa,,
6188,ocean,btjones16,ocean,,graphics;methods;ncdf4;proj4;testthat;
6189,testrfunction,RScottH,testRFunctionB,,Deducer;
6190,testrfunction,RScottH,testRFunctionWithLicense,,Deducer;
6191,grnmf,jstjohn,GrNMF,,Rcpp;RcppArmadillo;NMF;
6192,nat.as,jefferis,nat.as,,httr;nat;nat.utils;rgl;RANN;igraph;testthat;RUnit;
6193,mutationsplotter,boyangzhao,mutationsplotter,,RCurl;XML;biomaRt;
6194,totalrecall,blmoore,totalrecall,,
6195,opensth,Nektar-io,OpenSth,,httr;XML;RJSONIO;plyr;stringr;
6196,memuse,shinra-dev,memuse,,methods;utils;
6197,aggi,AlexeiSleptcov,aggi,,stats;limma;ggplot2;ggdendro;reshape2;RColorBrewer;gridExtra;doParallel;BSgenome.Hsapiens.UCSC.hg19;biomaRt;DNAcopy;methods;MASS;
6198,envestigate,jeffreyhorner,envestigate,,
6199,rdsg,bxshi,rdsg,,Matrix;SparseM;pracma;grid;doBy;grDevices;ggplot2;
6200,epifinalsize,adamkucharski,SIRfinalsize,,
6201,gazetools,RyanHope,gazetools,,data.table;methods;signal;zoo;ggplot2;pastecs;
6202,flowrepositoryr,jspidlen,FlowRepositoryR,,XML;RCurl;tools;utils;RUnit;BiocGenerics;flowCore;methods;
6203,rnytimes,omegahat,RNYTimes,,XML;RJSONIO;RCurl;methods;
6204,qfunction,helenshunshun,qfunction,,
6205,evolqg,lem-usp,EvolQG,,plyr;Rcpp;Matrix;reshape2;ggplot2;magrittr;tidyr;vegan;ape;phytools;mvtnorm;coda;MCMCpack;graphics;grDevices;methods;stats;depth;utils;testthat;foreach;grid;gridExtra;doParallel;Rcpp;RcppArmadillo;
6206,humcap,Salfo,humcap,,foreign;maps;mapproj;plyr;
6207,superrugby,thmcmahon,superrugby,,testthat;
6208,tapkeer,jeroenjanssens,tapkeer,,dplyr;
6209,twsmktdata,rfitz543,tws_mktdata,,
6210,feddata,bocinsky,FedData,,sp;data.table;devtools;soilDB;igraph;RCurl;methods;rgdal;raster;Hmisc;SSOAP;XMLSchema;
6211,mmds,dill,mmds,,
6212,kazdoc,muuankarski,kazdoc,,rmarkdown;
6213,geeni,Bioconductor,geeni,,methods;BiocGenerics;ff;BiocParallel;IRanges;BiocStyle;nlme;gee;geepack;HSAUR2;RUnit;
6214,fnca,georgezhu0,FnCA,,ANTsR;R.cache;ggplot2;knitr;rmarkdown;
6215,sit,desk01,autotrade,pkg,
6216,sit,systematicinvestor,SIT,pkg,SIT.date;
6217,seflab.tools.analysis,SEFLab,SEFLab-Analysis,,ggplot2;
6218,ocrquality,lmullen,ocrquality,,testthat;knitr;stringr;
6219,sankey,MangoTheCat,sankey,,testthat;simplegraph;utils;graphics;grDevices;
6220,grassr,phiala,grassR,,spgrass6;
6221,r.eusilc,muuankarski,r.eusilc,,
6222,miscpackage,jhollist,miscPackage,,sp;rgeos;raster;dplyr;RCurl;R.utils;rgdal;snowfall;parallel;httr;scholar;
6223,viaf,njahn82,viaf,,httr;dplyr;jsonlite;testthat;
6224,gsca,zji90,GSCA,,graphics;shiny;sp;gplots;ggplot2;reshape2;RColorBrewer;rhdf5;Affyhgu133aExpr;Affymoe4302Expr;Affyhgu133A2Expr;Affyhgu133Plus2Expr;
6225,hypervolume,bblonder,hypervolume,,Rcpp;rgl;methods;Rcpp;RcppArmadillo;MASS;geometry;ks;fastcluster;compiler;
6226,looptimer,antiphon,looptimer,,
6227,sdd,jimjonesbr,sdd,,methods;SPARQL;cwhmisc;
6228,lgml,laurengoodwin,LGML,,
6229,spatialepi,rudeboybert,SpatialEpi,,Rcpp;dplyr;sp;maptools;ggplot2;RColorBrewer;knitr;rmarkdown;Rcpp;
6230,peaksegjoint,tdhock,PeakSegJoint,,ggplot2;testthat;proto;microbenchmark;PeakSegDP;xtable;data.table;PeakError;parallel;
6231,webreadr,Ironholds,webreadr,,iptools;urltools;knitr;testthat;Rcpp;Rcpp;readr;
6232,rtutor,skranz,RTutor,,shinyEvents;markdown;whisker;stringr;stringtools;data.table;dplyr;shiny;dplyrExtras;shinyAce;shinyBS;hwriter;restorepoint;RCurl;knitr;jsonlite;DT;memoise;
6233,cesens,jwolfson,cesens,,rpanel;tkrplot;boot;tcltk;
6234,modopt.matlab,rhochreiter,modopt.matlab,,Rglpk;quadprog;
6235,rdym,homerhanumat,Rdym2,,
6236,rdym,wrathematics,Rdym,,utils;
6237,ordeqwaterqualitycriteria,jasonelaw,ORDEQWaterQualityCriteria,,
6238,binbwplot,balajior,binbwplot,,lattice;
6239,packager,abicky,packageR,,namespace;testthat;
6240,glmmsr,heogden,glmmsr,,lme4;Matrix;BradleyTerry2;knitr;rgraphpass;testthat;
6241,bio.tilling,homonecloco,bio.tilling,,e1071;ggplot2;plyr;reshape2;sqldf;parallel;
6242,roptimizely,kanaku,ROptimizely,,httr;jsonlite;
6243,rstreams,rstreams,rstreams,,testthat;
6244,bbcompr,berndbischl,bbcompr,,BBmisc;checkmate;testthat;
6245,evecalc,kaybenleroll,evecalc,,data.table;RSQLite;XML;
6246,sbw,SWotherspoon,SBW,,GeoLight;geosphere;raster;maptools;testthat;
6247,survos,survos,platform-api-r,,RCurl;jsonlite;plyr;dplyr;httr;knitr;argparser;
6248,plotly,ropensci,plotly,,ggplot2;scales;httr;jsonlite;magrittr;digest;viridis;base64enc;htmlwidgets;plyr;dplyr;maps;testthat;knitr;devtools;shiny;htmltools;curl;rmarkdown;RColorBrewer;Rserve;RSclient;broom;
6249,statsplots,gwerbin,statsplots,,
6250,scc,jakobbossek,scc,,BBmisc;checkmate;ggplot2;gridExtra;testthat;
6251,rnits,dipenps,rnits,,Biobase;ggplot2;limma;methods;affy;boot;impute;splines;graphics;qvalue;reshape2;BiocStyle;knitr;GEOquery;stringr;
6252,sce,guochunshen,sce,,Rcpp;spatstat;RandomFields;raster;maps;parallel;ape;picante;Rcpp;
6253,politicaldatasets,xmarquez,PoliticalDatasets,,dplyr;lubridate;scales;ggplot2;testthat;
6254,tbdbaid,mmparker,tbdbaid,,RODBC;reshape2;testthat;roxygen2;
6255,sci,itpir,SCI,,sp;maptools;reshape;ggplot2;grid;gridExtra;spdep;proj4;FNN;psych;sp;maptools;reshape;ggplot2;grid;gridExtra;spdep;proj4;FNN;psych;
6256,bible,Dasonk,bible,,
6257,read.folder,michalmonselise,read.folder,,
6258,menvar,nishithkumarpaul,menvar,,Rcpp;
6259,rmeetupdemo,leondutoit,rmeetupdemo,,RCurl;httr;jsonlite;scales;ggplot2;
6260,rodbcdbi,teramonagi,RODBCDBI,,methods;DBI;RODBC;testthat;
6261,set,leekgroup,Set,,Biobase;mgcv;
6262,coala,statgenlmu,coala,,assertthat;methods;parallel;R6;Rcpp;rehh;scrm;stats;utils;abc;knitr;PopGenome;phyclust;rmarkdown;testthat;Rcpp;RcppArmadillo;
6263,fantomenhancers.hg19,CharlesJB,FantomEnhancers.hg19,,GenomicRanges;S4Vectors;knitr;
6264,rvest,hadley,rvest,,xml2;httr;selectr;magrittr;testthat;knitr;png;stringi;rmarkdown;
6265,mocking,ropensci,mocking,,httr;jsonlite;plyr;mocker;
6266,expagenda,christophergandrud,ExpAgenda,,DataCombine;MCMCpack;plyr;reshape2;tm;
6267,nlpden,swager,nlpden,,quadprog;
6268,evolmc,grady,evol-mc,,knitr;scatterplot3d;coda;
6269,testheatmap,datashield,testHeatmap,,opal;fields;
6270,rimagejroi,davidcsterratt,RImageJROI,,spatstat;png;testthat;
6271,nrsa,jasonelaw,nrsa,,reshape2;plyr;RODBC;stringr;dplyr;testthat;
6272,tikzdevice,Sharpie,RTikZDevice,,filehash;testthat;evaluate;stringr;ggplot2;maps;
6273,quantkit,Texas-UCF,quantkit,,XML;moments;plyr;qmao;quantmod;
6274,faostat,mkao006,FAOSTATpackage,,RJSONIO;plyr;data.table;MASS;classInt;ggplot2;labeling;scales;knitr;
6275,apitools,Lchiffon,APItools,,XML;rjson;RCurl;
6276,apitools,donboyd5,apitools,,dplyr;httr;jsonlite;lubridate;quantmod;RCurl;readr;stringr;
6277,outlier,Rekyt,outlieR,,cluster;dplyr;moments;knitr;rmarkdown;testthat;
6278,ropenfisheries,OpenFisheries,ropenfisheries,,
6279,bcheterogeneity,Kinspact,BCheterogeneity,,pls;quadprog;randomForest;
6280,aoristic,georgekick,aoristic,,ggplot2;spatstat;GISTools;lubridate;classInt;reshape2;rgdal;plotKML;MASS;sp;maptools;RColorBrewer;
6281,motiflogo,zhilongjia,motiflogo,,reshape2;ggplot2;methods;class;knitr;
6282,sdr,aklxao2,SDR,,methods;parallel;stats;utils;knitr;shiny;
6283,collr2,kindlychung,collr2,,txtutils;dplyr;manqq2;ggplot2;digest;mice;scales;txtutils;dplyr;stringr;manqq2;ggplot2;
6284,rblib,rBatt,rbLib,,ssh.utils;numbers;knitr;covr;
6285,rucl,ebailey78,rucl,,splines;
6286,sep,sebastiansep,sep,,
6287,peptides,dosorio,Peptides,,RUnit;
6288,snpstatswriter,chr1swallace,snpStatsWriter,,snpStats;knitr;
6289,peptider,heike,peptider,,discreteRV;plyr;dplyr;ggplot2;
6290,sem,sabrooks,semr,,knitr;testthat;rmarkdown;lubridate;
6291,ruca,jbryer,ruca,,
6292,examiner2,gastonstat,examiner2,,knitr;testthat;
6293,mmeta,nickytong,mmeta,,aod;HI;
6294,microarraytoolbox,gtms,MicroarrayToolbox,,data.table;MASS;ggplot2;annotate;org.Hs.eg.db;GO.db;RColorBrewer;samr;
6295,collar,doug-friedman,collaR,,readr;testthat;
6296,prob_dfs,mpodell,prob_dfs,,
6297,spm,izhbannikov,spm,,Rcpp;RcppArmadillo;Rcpp;RcppArmadillo;deSolve;mice;sas7bdat;RcppArmadillo;knitr;
6298,open31114,tom-ipp,open31114,,dplyr;testthat;
6299,berliner,nkbxwb,berlineR,,knitr;
6300,soggi,mrccsc,soggi,,BiocGenerics;IRanges;ggplot2;rtracklayer;GenomicAlignments;GenomicRanges;Rsamtools;reshape2;Biostrings;preprocessCore;chipseq;methods;BiocParallel;testthat;BiocStyle;knitr;
6301,candysurvey,csiu,candysurvey,,testthat;dplyr;
6302,peplib,whitead,peplib,,methods;utils;graphics;stats;
6303,opadar,mkesslerct,opadar,,dplyr;openxlsx;stringr;knitr;rmarkdown;
6304,treebugs,denis-arnold,TreeBUGS,,R2WinBUGS;R2jags;stats;graphics;utils;grDevices;
6305,laycreportcards,thelayc,laycReportCards,,knitr;testthat;plyr;
6306,tempdisagg,christophsax,tempdisagg,,
6307,mmod,dwinter,mmod,,adegenet;stats;pegas;
6308,flfleet,flr,FLFleet,,methods;FLCore;FLCore;
6309,londonshapefiles,geotheory,londonShapefiles,,
6310,bullseye,KarthicJ,BULLSeye,,evaluate;digest;formatR;highr;markdown;stringr;yaml;methods;tools;testit;rgl;codetools;rmarkdown;XML;RCurl;
6311,bullseye,KarthicJ,Workflow,,evaluate;digest;formatR;highr;markdown;stringr;yaml;methods;tools;testit;rgl;codetools;rmarkdown;XML;RCurl;
6312,nifffty,hrbrmstr,nifffty,,methods;testthat;Rook;httpuv;jsonlite;httr;
6313,liger,JEFworks,liger,,Rcpp;matrixStats;parallel;Rcpp;RcppArmadillo;knitr;
6314,regez,piccolbo,regez,pkg,purrr;Function;
6315,ggphylo,gjuggler,ggphylo,,ape;ggplot2;gridExtra;proto;plyr;ape;plyr;
6316,soo.plot.base,SooLee,Soo.plot.base,,
6317,credential,pattilab,credential,,xcms;data.table;plyr;CAMERA;ggplot2;gridExtra;Hmisc;
6318,predixionapi,Predixion,predixionapi,,RCurl;rjson;digest;stringr;jsonlite;
6319,polca,dlinzer,poLCA,,scatterplot3d;MASS;
6320,opencpu.encode,jeroenooms,opencpu.encode,,RJSONIO;base64;methods;
6321,data.cube,jangorecki,data.cube,,data.table;R6;stats;
6322,rfinfer,cole-brokamp,RFinfer,,randomForest;Matrix;party;pbapply;
6323,matconv,sidjai,matconv,,methods;knitr;testthat;
6324,rttl,rttl,rttl,,dplyr;
6325,recordr,NCEAS,recordr,,dataone;uuid;datapackage;digest;XML;EML;dataone;RSQLite;knitr;testthat;
6326,demography,robjhyndman,demography,,forecast;rainbow;ftsa;cobs;mgcv;strucchange;RCurl;
6327,mvama,sparse-inverse-covariance,mvama,,Matrix;igraph;
6328,satellite,environmentalinformatics-marburg,satellite,,raster;Rcpp;methods;utils;stats;grDevices;graphics;plyr;tools;stats4;devtools;knitr;rgdal;testthat;Rcpp;
6329,tpdt,erdto,TPDT,,RColorBrewer;parallel;fda;mvtnorm;sme;plyr;checkmate;testthat;
6330,laycbullet,thelayc,laycBullet,,scales;
6331,crayon,gaborcsardi,crayon,,memoise;grDevices;methods;utils;testthat;
6332,deformats,aoles,DEFormats,,methods;DESeq2;edgeR;GenomicRanges;BiocStyle;knitr;
6333,rtts,XD-DENG,Rtts,,RCurl;
6334,renetools,rsachse,renetools,,reshape;zyp;xtable;lattice;
6335,simpack,asgr,simpack,,magicaxis;plotrix;
6336,generapipe,RaikOtto,GeneraPipe,,
6337,srs,dankelley,srs,,grid;
6338,ffaqr,yn1,FFAQR,,knitr;dplyr;lubridate;ggplot2;xlsx;
6339,quasiseq,gitlongor,QuasiSeq,,edgeR;mgcv;pracma;uniqueAtomMat;BB;nleqslv;
6340,rbiolib,Guangyou,rBioLib,,
6341,desnowball,snowball-project,DESnowball,,clue;combinat;MASS;parallel;cluster;
6342,onlevel,PirateGrunt,OnLevel,,
6343,radseqr,abshah,RADseqR,,
6344,veggie,Alectoria,veggie,,dplyr;lazyeval;magrittr;
6345,causalsens,mattblackwell,causalsens,,stats;graphics;grDevices;knitr;
6346,microecol,mixtrak,microecol,,vegan;testthat;knitr;rmarkdown;
6347,wildfiresmoke,MazamaScience,wildfireSmoke,,maps;MazamaSpatialUtils;abind;dplyr;dygraphs;leaflet;lubridate;maptools;ncdf4;openair;RCurl;readr;reshape2;sp;stringr;xts;knitr;
6348,gitter,omarwagih,gitter,,jpeg;tiff;logging;PET;ggplot2;EBImage;
6349,rahimpkg,Yashar78,rpkg,,
6350,hdlm,statsmaths,hdlm,,glmnet;foreach;MASS;iterators;
6351,permuter,statlab,permuter,,testthat;knitr;
6352,redingplot,lukereding,redingPlot,,beeswarm;magrittr;viridis;dplyr;dplyr;beeswarm;wesanderson;magrittr;viridis;
6353,gscraper,jefferis,gscraper,,testthat;roxygen2;XML;
6354,attacher,renlund,attacher,,knitr;knitr;rmarkdown;qpdf;
6355,cgiwithr,duncantl,CGIwithR,,GDD;
6356,sql,rstats-db,SQL,,DBI;methods;Rcpp;testthat;Rcpp;
6357,gwidgets2,jverzani,gWidgets2,,methods;digest;
6358,bestsubsetga,rdtaylor,bestSubsetGA,,foreach;doMC;devtools;testthat;
6359,objectwidgets,ggobi,objectWidgets,,methods;objectSignals;objectProperties;objectSignals;objectProperties;
6360,scorer2,tlfvincent,scorer,,
6361,slp,wesleyburr,slp,,mgcv;gam;
6362,lme4purer,lme4,lme4pureR,,Matrix;minqa;mlmRev;lme4;
6363,gastrobase,dmenne,gastrobase,,shiny;stringr;RSQLite;httr;devtools;D13CBreath;reshape2;ggplot2;plyr;testthat;
6364,reliability,statwonk,reliability,,testthat;
6365,testpackage,ajpete,testPackage,,MASS;knitr;
6366,testpackage,bdillon,TestPackage,,stringr;
6367,testpackage,droglenc,TestPackage,,car;testthat;
6368,testpackage,jjallaire,TestPackage,,
6369,testpackage,kazi11,TestPackage,,ggplot2;plyr;testthat;
6370,mmrf,jmbh,mMRF,,Rcpp;matrixcalc;glmnet;Rcpp;
6371,googlecharts,jcheng5,googleCharts,,shiny;RJSONIO;stats;tools;utils;methods;
6372,tim.package,timonelmer,tim.package-R,,
6373,spacetimemodels,statguy,SpaceTimeModels,,INLA;R6;sp;spacetime;raster;tidyr;plyr;reshape2;ggplot2;
6374,pdlyr,krlmlr,pdlyr,,plyr;plyr;dplyr;dplyr;lazyeval;knitr;abind;testthat;tcltk;foreach;doParallel;itertools;iterators;magrittr;
6375,reco,Sousaplex,reco,,
6376,mvarvis,krisrs1128,mvarVis,,htmlwidgets;vegan;ade4;ggplot2;methods;knitr;ape;
6377,gemlist,lukawanjohi,gemlist,,knitr;testthat;
6378,wppexplorer,PPgp,wppExplorer,,shiny;plyr;reshape2;googleVis;wpp2015;Hmisc;ggplot2;DT;wpp2012;wpp2010;testthat;
6379,gastronomify,abelsonlive,gastronomify,,plyr;reshape2;RCurl;XML;
6380,sla,wgalvord,sla,,MASS;car;ISwR;knitr;
6381,reca,road2stat,RECA,,MASS;
6382,chad,nfultz,chad,,methods;devtools;
6383,rhype,rcapell,RHYPE,,sp;pbapply;hydroGOF;
6384,recd,adamstruck,RECD,,RSQLite;GenomicRanges;
6385,tennisr,jzwolski,tennisR,,lubridate;PlayerRatings;plyr;RCurl;reshape;scrapeR;stringr;XML;
6386,eiaenergy,tomhopper,eiaenergy,,plyr;XLConnect;
6387,whatevr,ebuz,whatevr,,
6388,overlap,mikemeredith,overlap,,
6389,aws.s3,cloudyr,aws.s3,,httr;XML;base64enc;digest;aws.signature;testthat;
6390,modeltools,Lifei-Wang,modeltools,,methods;ROCR;
6391,skm,krose,skm,,XML;lubridate;stringr;httr;
6392,photospec,bryanhanson,photoSpec,,princurve;grid;splancs;plyr;aqp;digest;colorspace;rgl;munsell;ggplot2;
6393,premiss,OuhscBbmc,Premiss,,testthat;knitr;
6394,simplesamplesearch,ttriche,simpleSampleSearch,,DBI;SRAdb;GEOquery;GEOmetadb;SummarizedExperiment;artemis;knitr;
6395,csvcolr,coolbutuseless,csvcolr,,readr;
6396,bntest,bnaras,bntest,,RProtoBuf;
6397,atrackerr,jaksch,atrackerr,,dplyr;readr;stringr;lubridate;
6398,weimea,zdealveindy,weimea,,Rcpp;RcppArmadillo;vegan;ade4;ape;parallel;RColorBrewer;Rcpp;RcppArmadillo;
6399,rebus.base,richierocks,rebus.base,,stats;stringi;testthat;
6400,compactr,carlislerainey,compactr,,
6401,compactr,coolbutuseless,compactR,,lubridate;pryr;testthat;
6402,rsendwithus,Gastrograph,RSendwithus,,jsonlite;RCurl;httr;
6403,arbutus,mwpennell,arbutus,,ape;caper;diversitree;geiger;nlme;parallel;phylolm;testthat;
6404,redm,ha0ye,Redm,,testthat;Rcpp;methods;Rcpp;
6405,wgen.data,metno,wgen.data,,
6406,redp,jrminter,rEDP,,rPeaks;knitr;
6407,reda,bobbyangelov,reda-pkg,,
6408,reda,wenjie2wang,reda,,ggplot2;grDevices;methods;plyr;splines;stats;utils;knitr;
6409,empson,michaelgavin,empson,,tei2r;
6410,bgganalysis,theclue,bgg-analysis,,plyr;dplyr;splitstackshape;ggplot2;arules;testthat;knitr;rjson;RCurl;XML;xml2;
6411,strptimer,bramtayl,strptimer,,dplyr;lazyeval;magrittr;stringi;tidyr;knitr;rmarkdown;
6412,aquatools,jbfagotfede39,aquatools,,dplyr;reshape2;xlsx;fmsb;ggplot2;RSQLite;
6413,musteringofstorks,milktrader,A-Mustering-of-Storks,,quantstrat;PortfolioAnalytics;testthat;
6414,gsim,lionel-,gsim,,purrr;dplyr;Rcpp;lazyeval;magrittr;stringr;arm;MASS;rstan;rjags;knitr;testthat;httr;Rcpp;
6415,cputools,ComputationalProteomicsUnit,cputools,,
6416,wikisocio,cafeine05,WikiSocio,,httr;igraph;pbapply;plyr;XML;RCurl;stringr;
6417,snm,Sage-Bionetworks,snm,,lme4;splines;corpcor;
