pkgName,Repo,ExtDependencies
flatter,jrnold/flatter,methods
gini,erlinglundevaller/Gini,Gini;testthat
excelrio,trinostics/excelRio,tools;mondate;WriteXLS
clusteranalysis,ypriverol/cluster-analysis,gridExtra;plyr;grid;ggplot2;corrplot;seqinr
edatparser,ahebrank/edatparser,plyr
snpeffutils,tinyheero/snpeffutils,dplyr;data.table
tulip,poissonconsulting/tulip,tools;assertthat;testthat;tulip;lubridate;devtools
matchezr,matthewcurrier/Matchezr,stringr;dplyr;tidyr;lubridate;sqldf
tim.package,timonelmer/tim.package-R,semPlot;lavaan
redcapdata,bonmac/RedcapData,stringr;methods;data.table;RCurl
logisticdx,dardisco/LogisticDx,rms;RColorBrewer;pROC;statmod;speedglm;graphics;aod;data.table;stats
cruts,bentaylor1/cruts,stringr;ncdf;lubridate;sp;raster
firth,DavisBrian/Firth,Firth;logistf;testthat
rbhl,ropensci/rbhl,plyr;httr;XML;methods;utils;jsonlite;stats
phylotreejs,zachcp/phylotreejs,ape;leaflet;phyloseq
mcmcjh,jameshay218/mcmcJH,gridExtra;RColorBrewer;coda;deSolve;ggplot2;truncnorm;doParallel;reshape2
cwl,tengfei/cwl.R,yaml;objectProperties;S4Vectors;methods;jsonlite
googlegenomics,Bioconductor/GoogleGenomics,GenomicRanges;GenomeInfoDb;shiny;httr;IRanges;S4Vectors;httpuv;rjson;testthat;ggbio;VariantAnnotation;GenomicAlignments;Biostrings;Rsamtools;jsonlite
concurrency.sim,statnet/concurrency.sim,wesanderson;shiny;EpiModel;concurrency.sim
sequtils,jotsetung/SeqUtils,GenomePlotR;RColorBrewer;grid;BiocGenerics;lattice;S4Vectors;SummarizedExperiment;methods;Rsamtools;ShortRead
ggsubplot,garrettgman/ggsubplot,proto;grid;plyr;ggplot2;methods;scales
keboola.r.transformation,keboola/r-transformation,methods;tree;keboola.r.docker.application;testthat
d3hiver,timelyportfolio/d3hiveR,HiveR;dplyr;htmlwidgets;htmltools;markdown
arbor,arborworkflows/aRbor,RColorBrewer;geiger;dplyr;lazyeval;diversitree;picante;ape;testthat;phytools;nlme
stackr,dgrtwo/stackr,httr;dplyr;jsonlite
quiltr,grunwaldlab/quiltr,rstudioapi;yaml;quiltr;stringr;testthat;XML;memoise;rmarkdown
pkg,data-cleaning/validate.viz,methods;whisker;RColorBrewer;validate
bootlr,gsk3/bootLR,bootLR;boot;testthat;stats
mpifarm,kingaa/mpifarm,mpifarm;Rmpi
xlsx,Hgjerning/rexcel,xlsx;devEMF;xlsxjars;rJava
videograph,sum344/videoGraph,RMySQL;rjson
annotsnpstats,chr1swallace/annotSnpStats,snpStats;Rcpp;testthat;ggplot2;methods
balance,jarrod-dalton/balance,HydeNet
project011,alicejenny/project011,FNN;stringr;SDMTools;project011;Rvcg;openxlsx;Morpho;rJava
gem,suzhesuzhe/GEM,MASS;ggplot2;plyr
brainmapr,hms-dbmi/brainmapr,brainmapr
sellkenc,chrism0dwk/sellke-nc,Rcpp
gene.best.friends,favorov/gene-friends,WGCNA;Matrix;gene.best.friends;data.table
subspec,adsteen/subspec,gridExtra;plyr;grid;ggplot2;lubridate;reshape2
ttr,joshuaulrich/TTR,zoo;xts
statrank,wzchen/StatRank,StatRank;gridExtra;grid;testthat;truncdist;ggplot2
jcfunctions,johnaclouse/jcFunctions,grid
veggie,Alectoria/veggie,magrittr;lazyeval;dplyr
copywriter,PeeperLab/CopywriteR,GenomicRanges;futile.logger;GenomeInfoDb;BiocParallel;CopyhelpeR;IRanges;chipseq;S4Vectors;gtools;data.table;GenomicAlignments;DNAcopy;matrixStats;Rsamtools
fptp2av,danielmarcelino/FPTP2AV,data.table;stats
pkgconfig,gaborcsardi/pkgconfig,disposables;pkgconfig;utils;testthat
qrserver,NumbersInternational/qrserver,;smacof;flipGenerics
anoint,skoval/anoint,glmnet;grid;MASS;methods;survival
sml,linxihui/sml,glmnet;randomForestSRC;pROC;kernlab;lattice;foreach;mlbench;doMC;survival;reshape2
disposables,gaborcsardi/disposables,methods;testthat;utils;disposables
utilities,SimonSchafferer/Utilities,GOstats;Biostrings;AnnotationDbi;CustomMicroarrayPackage;VennDiagram;biomaRt;sqldf
spark,gaborcsardi/spark,magrittr;spark;utils;testthat
random,eddelbuettel/random,random;utils;curl
soundexbr,danielmarcelino/SoundexBR,graphics;grDevices;utils;stats
developerturnover,matthieu-foucault/RdeveloperTurnover,gdata;gridExtra;RColorBrewer;grid;gplots;mongolite;ggplot2;htmlTable;igraph;boot;reshape2
rcapper,durtal/RcappeR,plyr;dplyr;RcappeR;ggplot2;boot
prettyunits,gaborcsardi/prettyunits,assertthat;prettyunits;testthat;methods;magrittr
sepa,zji90/SEPA,shiny;grid;org.Hs.eg.db;ggplot2;topGO;segmented;reshape2;org.Mm.eg.db
rcorpora,gaborcsardi/rcorpora,utils;jsonlite
gsodr,adamhsparks/GSODR,dplyr;lubridate
twolifr,andrechalom/TWoLifR,plotrix
redcapdqa,bonmac/RedcapDqa,stringr;RedcapData
tm.plugin.korpus,unDocUMeantIt/tm.plugin.koRpus,koRpus;tm;methods;testthat
car2,selva86/car2,ggplot2
whoami,gaborcsardi/whoami,httr;testthat;whoami;utils;jsonlite
travis,lzcyzm/Travis,GenomicRanges;IRanges;rtracklayer;ggplot2;GenomicFeatures;GenomicAlignments;Rsamtools
stegasaur,richfitz/stegasaur,stegasaur;bitops;testthat;jpeg;png
comorbidities.icd10,gforge/comorbidities.icd10,stringr;plyr
csar,murilomiranda/csar,gdata
igraphdata,igraph/igraphdata,sand;org.Sc.sgd.db;igraph
roptimizely,kanaku/ROptimizely,httr;jsonlite
excel.link,gdemin/excel.link,methods;RDCOMClient;excel.link
damisc,davidaarmstrong/damisc,;gdata;splines;nnet;pscl;sm;MASS;VGAM;xtable;lattice;QRM;effects;car
walkies,mbedward/walkies,ggplot2
roc,selva86/roc,ggplot2
rgpr,emanuelhuber/RGPR,rgl;fields;pracma;rgeos;colorspace;Cairo;signal;sp;methods
pzfxparser,bkutlu/pzfxparser,methods;XML;testthat;pzfxparser
wrshd,mkanai/WRShd,Rcpp;RcppArmadillo;parallel;testthat
hot.deck,davidaarmstrong/hot.deck,mice
fjolst2,einarhjorleifsson/fjolst2,geo;ora
paleoclms,dinilu/paleoCLMs-package,fields;grid;vegan;dismo;VGAM;betapart;raster;gstat
blutzuckerauswertung,felixlindemann/BlutzuckerAuswertung,lubridate;Cairo;tikzDevice
emparplot,dmw12/emparplot,gplots
blur,statguy/Blur,R6;plyr;INLA;tidyr;sp;raster
primes,Ironholds/primes,Rcpp;primes;testthat
woe,selva86/woe,ggplot2
bioc2015opencyto,gfinak/BioC2015OpenCyto,ggcyto;openCyto;flowWorkspace;data.table
nonlinear,pabcarh/nonLinear,MASS;nonLinear;plotrix
rforeman,rhaen/rforeman,httr;testthat;rforeman;jsonlite
phrynomics,bbanbury/phrynomics,shiny;phangorn;ape;phrynomics;devtools
mixedmem,ysamwang/mixedMem,gtools;Rcpp
cytofcore,nolanlab/cytofCore,flowCore
npdata,nayanj/NPdata,xts;xml2;httr;rvest;quantmod;curl;dygraphs;data.table
geocodehere,corynissen/geocodeHERE,httr;utils
jlutils,larmarange/JLutils,riverplot;questionr;grid;ggplot2;data.table;TraMineR;ade4
dews,jknowles/ModelEWS,glmnet;rpart;kohonen;rstan;testthat;ggplot2;compiler;inline;klaR;eeptools;caTools;devtools;RODBC;earth;pROC;DMwR;stats;caret;SDDA;BMA;sandwich;plyr;mboost;gbm;spls;sparseLDA;party;R.utils;caretEnsemble;sda;EWStools;RSNNS;hda;dplyr;Rcpp;mda;ipred;pls;doParallel;stepPlr
wmvg,felixlindemann/wmvg,methods;plotrix
synapticdist,maurizio-manuguerra/synapticDist,glmnet;statmod;Matrix;speedglm;gputools;distr;mixtools
permseq,yzheng74/permseq,splines;parallel;MASS;grplasso;methods
flows,rCarto/flows,sp;reshape2;igraph
discr,jiho/discr,assertthat;plyr;stringr;dplyr;gtools;ggplot2;lubridate;doParallel;circular
shmutils,tinyheero/shmutils,GenomicRanges;Biostrings
t1fundamentals,tcspears/t1Fundamentals,quantmod;XLConnect;lubridate
tider,jhollist/tider,dplyr;lubridate
funcmap,bryanhanson/FuncMap,grid;mvbutils;stats
kater,Malarkey73/kater,dplyr;bursts;BSgenome;ggplot2;magrittr
funtoonorm,stepanv1/funtooNorm,pls
cmshcc,healthactuary/cmshcc,rbenchmark;icd9
synapseclient,Sage-Bionetworks/rSynapseClient,tools;digest;RCurl;rjson;Rsftp;methods;utils;synapseClient
ipmdoit,atredennick/IPMdoit,gridExtra;plyr;IPMdoit;boot;msm
inzightregression,iNZightVIT/iNZightRegression,car;iNZightPlots;grid
chipcompare,CharlesJB/chipcompare,GenomicRanges;tools;R6;gplots;rtracklayer;TxDb.Hsapiens.UCSC.hg19.knownGene;testthat;GenomicFeatures
intansv,venyao/intansv,GenomicRanges;plyr;IRanges;ggbio;BiocGenerics
plyr,juules87/test87,plyr;stringr;Rcpp;testthat;ggplot2;abind;microbenchmark
dplyrr,hoxo-m/dplyrr,stringr;dplyr;lazyeval;testthat;DBI
spechelpers,bryanhanson/SpecHelpers,graphics;utils;gsubfn;stats
ccpredict,Anderson-Lab/CCPredict,kernlab;AUC;CCPredict;modeest;foreach;permute;doParallel;kopls;devtools;stats
reconcile,NateByers/Reconcile,dplyr;Reconcile;testthat
missing,dmw12/missing,mice;parallel;missing
nplr,fredcommo/nplr,methods;graphics;stats
gravity,yitping/gravityr,Rcpp
acc.ggplot2,trinker/acc.ggplot2,;ggplot2
solvebio,solvebio/solvebio-r,httr;jsonlite
homebrewr,sjackman/homebrewr,tidyr;magrittr;dplyr
milcmelpenr,aononeznam/MMR,Biobase;Biostrings;stringr;plyr
vvdmmisc,vieplivee/vvdmmisc,testthat;ggplot2;vvdmmisc;reshape2;stats
interatt,variani/interatt,Rgraphviz;infotheo;graph;plyr
readline,gaborcsardi/readline,readline;testthat
ravis,ropensci/rAvis,gdata;tools;RCurl;stringr;maptools;testthat;sp;scrapeR;XML;rgdal;scales;raster
mvn,selcukorkmaz/MVN,robustbase;plyr;MASS;nortest;psych;mvoutlier;methods;moments
lindenmayer,bryanhanson/LindenmayeR,stringr;grid
unitree,DavidRdgz/unitree,networkD3
trueskill,bhoung/trueskill-in-r,ggplot2;methods
pinnacleapi,agstudy/pinnacleapi,RCurl;httr;uuid;testthat;XML;jsonlite
closeenough,MaxLev/CloseEnough,ggplot2;EBImage;plyr
md,sudhirwadhwa/md,jsonlite
pdcluster,oscarperpinan/pdcluster,hexbin;grid;lattice;cluster;latticeExtra;methods;mgcv;car;wmtsa
flassess,flr/FLAssess,FLash;FLCore
anonymizer,DanielHadley/anonymizer,dplyr
rutils,capelastegui/rutils,plyr;stringr;dplyr;gsubfn;testthat;ggplot2;ROCR;rutils;reshape2
datatiles,sudhirwadhwa/rpack,RCurl
labelr,gdemin/labelr,foreign
psgraphing,AlexPiche/PSgraphing,plotrix;meta
linesampler,wrathematics/lineSampler,tools;lineSampler
gridextra,ttriche/oldGridExtra,RGraphics;gridExtra;grid;pixmap;ggplot2;EBImage;lattice
excon,bryanhanson/exCon,grDevices;utils;jsonlite
pcirt,christinehohensinn/pcIRT,Rcpp;combinat;graphics;methods;grDevices;utils;stats
bedr,davetang/bedr,GenomicRanges
adminpackage4r,caiomsouza/adminpackage4r,roxygen2
modistools,seantuck12/MODISTools,XML;MODISTools;RCurl
dtraster,ldemaz/dtraster,data.table;raster
odessa,zatonovo/odessa,lambda.tools;futile.logger;odessa;plyr;RCurl;RJSONIO;testthat;lambda.r;futile.options
ryxl105,yxl105/Ryxl105,grid
diffr,vastgroup/diffR,grid;diffR;parallel;MASS;ggplot2;reshape2
clistrings,gaborcsardi/clistrings,clistrings;testthat
pdfetch,abielr/pdfetch,xts;httr;lubridate;XML;zoo;reshape2;jsonlite
pastecs,phgrosjean/pastecs,svUnit;pastecs;MASS;ts;boot;mva;nls;stats
wrds,wthielen/wrds,RJDBC
multidimbio,scarpino/multiDimBio,RColorBrewer;pcaMethods;misc3d;lme4;ggplot2;MASS
rnasequtility,SimonSchafferer/RNASeqUtility,GenomicRanges;googleVis;genefilter;rtracklayer;CLIHelperPackage;ggplot2;ShortRead;TxDb.Hsapiens.UCSC.hg38.knownGene;edgeR;reshape2;Biostrings;DESeq2;knitr;BSgenome.Hsapiens.NCBI.GRCh38;rCharts;RColorBrewer;sncRNAannotation;gplots;BSgenome;BSgenome.Mmusculus.UCSC.mm10;biomaRt;R.oo;RNASeqUtility;DESeq;ReportingTools
tempdisagg,christophsax/tempdisagg,tempdisagg
cricinfo,nickzani/Cricinfo,sqldf;XML
rstrava,fawda123/rStrava,httr;RCurl;XML;plyr
bioc2015oles,aoles/BioC2015Oles,abind
lpbrim,PoisotLab/lpbrim,Matrix;RColorBrewer;plyr
tm2,mhairi/text_mining,stringr;dplyr;slam
rnatools,lazappi/RNAtools,RColorBrewer;genefilter;grid;dplyr;limma;edgeR;tidyr;ggplot2;ggdendro;magrittr;VennDiagram;DESeq2;DESeq;HTSFilter
gibbsfwjags,lian0090/GibbsFWjags,coda;GibbsFW;FW;MASS;lme4;rjags;R.utils
spore,noamross/spore,rstan;parallel;ggplot2;compiler;noamtools;nloptr;rootSolve;rlist;readr;tidyr;BH;tracer;manipulate;cmp;rethinking;bvpSolve;plyr;stringi;deSolve;lubridate;ggmap;spore;rgdal;scales;polynom;dplyr;Rcpp;compoisson;RcppArmadillo;zoo;magrittr
cordon,aononeznam/Rproject,stringr;Biobase;Biostrings;plyr
mtracer,carlopacioni/mtraceR,gridExtra;mtraceR;coda;testthat;ggplot2;data.table;lineprof;pryr
uscensus2010,zalmquist/UScensus2010,UScensus2010cdp;rgeos;UScensus2000;base;maptools;rjson;rgdal;sp;methods;grDevices;foreign;utils;stats
pdm,oliverychen/PDM,MASS
aedforecast,APUnatto/AEDForecast,quantmod;lubridate
ccler6,vjcitn/ccleR6,R6;dplyr;RSQLite;tidyr;ggplot2;reshape2;scales
far,Looping027/far,nlme;graphics;stats
dfe,dwinter/dfe,Rcpp;testthat;MASS;dfe;stats4
grts,ThierryO/grts,sp;RODBC;spatstat;methods
rspeaksnonmem,MikeKSmith/rspeaksnonmem,RNMImport;xpose4
crecs,janhoo/crecs,gdata;randomForest;minerva;dismo;gbm;rgdal;xtable;sp;mgcv;rJava;raster;spdep
platekinetics,whitwort/plateKinetics,yaml;shiny;testthat;ggplot2;tidyr;shinydashboard;plateKinetics
zx,w9/zx,FField;dplyr;edgeR;ggplot2;NMF;reshape2
lpgitbook,dpastoor/lpgitbook,stringr;testthat;lpgitbook;rmarkdown
mbasic,chandlerzuo/mbasic,GenomicRanges;MBASIC;mclust;Rcpp;gplots;foreach;testthat;gtools;MASS;cluster;ggplot2;doMC;doParallel;methods;msm
geocoder,symbolrush/geocoder,geocoder;XML;testthat
rscl,jeroenjanssens/rscl,tools;futile.logger;docopt;dplyr;readr;testthat;p;rscl
vulcangriddedseammodel,kevstark/vulcangriddedseammodel,fields;sp
rsqlserver,agstudy/rsqlserver,methods;DBI;rClr;XML
cardiac,aydindemircioglu/cardiac,;checkmate;mco;lhs;testthat;mlr;ggplot2;soobench;methods;aod;BBmisc;ParamHelpers;SVMBridge;mlrMBO;devtools
toypackage2,liteep/toyPackage2,glmnet
ministersnor,martigso/ministersNor,survival
orientmandible,alicejenny/orientmandible,stringr;Rvcg;openxlsx;Morpho;rJava
kidstats,geanes/kidstats,caret;shiny;earth;dplyr;shinythemes;mda;pander;boot;rmarkdown
inzightmaps,iNZightVIT/iNZightMaps,ggplot2;ggmap
fantomenhancers.mm9,CharlesJB/FantomEnhancers.mm9,GenomicRanges;S4Vectors
rforcapish,ptormay/RforCapish,survival
rdistance,tmcd82070/Rdistance,Distance;unmarked;RODBC;Rdistance;rgeos;sp;graphics;rgdal;utils;raster;stats
tripestimation,mdsumner/tripEstimation,sp;rgdal;RNetCDF;zoo;lattice;mgcv
magnamwar,chaston-lab/MAGNAMWAR,lme4;seqinr;multcomp
gtable,hadley/gtable,plyr;gtable;testthat;grid
mytoypackage,mjuraska/myToyPackage,survival
package.name,robertzk/treeSkeleton,stringr
jamachinelearning,Jamamel/JamachineLearning,caret;pgmm;ElemStatLearn;JamachineLearning;kernlab;dplyr;randomForest;foreach;ggplot2;AppliedPredictiveModeling;lubridate;data.table;ISLR;magrittr;GGally
structurer,adamacosta/structureR,Rcpp
hiraethus.needleman.wunsch,hiraethus/Needleman-Wunsch,testthat
cymruservices,hrbrmstr/cymruservices,stringr;cymruservices;utils;testthat
simex,wolfganglederer/SIMEX,stats
package.name,robertzk/linguine,stringr
wip1,thiebaud/SISBID5,markdown
test88,juules87/test88,RMySQL
wgcna_corr,pjshort/wgcna_corr,oligo;genefilter;flashClust;stringr;hopach;hugene10sttranscriptcluster.db;Biobase;WGCNA;optparse
rbokeh,bokeh/rbokeh,digest;hexbin;htmlwidgets;testthat;magrittr;data.table;methods;jsonlite;maps
isir,alrutten/isiR,reshape;plyr;XML;RCurl
solvency2equitydampener,ojessen/solvency2EquityDampener,quantmod;ggplot2
argostools,ahasverus/argostools,RPostgreSQL;dismo;DBI;sp;adehabitatHR;XLConnect;rgdal;rJava;raster
genoset,phaverty/genoset,GenomicRanges;GenomeInfoDb;genoset;IRanges;S4Vectors;RUnit;Biobase;BSgenome.Hsapiens.UCSC.hg19;graphics;inline;methods;BiocGenerics
dpp,mdsumner/dpp,dplyr;proj4;stats
ocputest,rcquan/ocputest,testthat;ocputest;lubridate;data.table;stats
rprime,tjmahr/rprime,tools;assertthat;plyr;stringr;stringi;utils
tissot,mdsumner/tissot,rgdal
anatools,lshen1/anatools,mclust;gridExtra;plyr;limma;ggplot2;data.table;survival;Hmisc
toypackage,rebeccaferrell/toyPackage,rmarkdown;knitr;devtools;roxygen2
precision,rich-d-wilkinson/precision,precision
trip,mdsumner/trip,rbenchmark;rgeos;lattice;maptools;MASS;adehabitatLT;spatstat;rgdal;geosphere;sp;methods;raster
majktools,mr-majkel/majkTools,plyr
rbaidulbs,lijian13/RbaiduLBS,tools;RCurl;rjson;methods;utils;RbaiduLBS;png
bigmemoryextras,phaverty/bigmemoryExtras,RUnit;Biobase;bigmemoryExtras;methods;bigmemory
crtests,sjoerdvds/crtests,caret;plyr;stringr;randomForest;testthat;crtests
publicoracle,OHDSI/PublicOracle,RCurl;SqlRender;rjson;DBI;DatabaseConnector
upsetr,hms-dbmi/UpSetR,gridExtra;plyr;grid;ggplot2;methods;grDevices;utils;stats
koral,criscris/koral-R,httr;XML
chemospec,bryanhanson/ChemoSpec,rgl;plyr;grDevices;utils;stats
patientprofiler,bsaul/patientProfileR,ggplot2;scales
analyzemoistureinsuperslab,ecor/AnalyzeMoistureinSuperslab,geotopbricks;horizons;stringr;AnalyzeMoistureInSuperslab;soilwater;roxygen2;rgdal;raster
condformat,zeehio/condformat,assertthat;dplyr;lazyeval;testthat;htmlTable;condformat;scales;knitr
xxata,xluo11/xxATA,ggplot2;reshape2;xxATA;lpSolveAPI
rutils,giupo/rutils,parallel;testthat;XML;methods;devtools
pgparser,thunderSP/PGparser,rrdf;dplyr;rrdflibs;data.table
randomnames,CenterForAssessment/randomNames,data.table
custommicroarraypackage,SimonSchafferer/custom-neuro-ncRNA-microarray,rCharts;arrayQualityMetrics;googleVis;genefilter;limma;CustomMicroarrayPackage;ggplot2;sqldf;miscTools;reshape2;vsn;knitr
demomplot,grc7564/DemoMPlot,ggplot2;sciplot;testthat;plyr
quasiseq,gitlongor/QuasiSeq,uniqueAtomMat;mgcv;edgeR;pracma
rwidgets,rocalabern/rWidgets,rWidgets;RJSONIO;htmlwidgets;igraph;igraphdata;data.table
abctools,dennisprangle/abctools,abc;parallel;abind;plyr
lmmfit,mi2-warsaw/lmmfit,MASS;nlme
pivotpoints,qwng/pivotpoints,dplyr;readr
paswr2,alanarnholt/PASWR2,reshape2;gridExtra;grid;repmis;ggplot2;lattice;e1071;devtools
varian,ElkhartGroup/varian,gridExtra;rstan;grid;testthat;MASS;ggplot2;varian;Formula;stats
usaboundariesdata,ropensci/USAboundariesData,plyr;stringr;dplyr;stringi;ggplot2;lubridate;rgdal;devtools
incidence,Hackout2/incidence,shiny;gridExtra;OutbreakTools;ggplot2;dygraphs;animation;lubridate;data.table;ggmap;methods;reshape2;scales
productivus,robertzk/productivus,stringr
sdsmr,leerichardson/sdsmR,fields;glmnet;fda;sdsmR;stringr;dplyr;testthat;tidyr;corrplot;magrittr
selint,santiagombv/selint,far
rpsftm,tranlm/rpsftm,grid
czelections,strepon/czelections,WikidataR;foreign;XML;jsonlite
geoplot,RandallShane/geoPlot,geoPlot;rjson;XML;RgoogleMaps
clairvoyant,JulieYe/clairvoyant,Rcpp;xgboost;testthat;clairvoyant;data.table;bit64
reat,DataToInsight/r-eat,caret;RODBC;reader;randomForest;gbm;e1071
rollr,silvaac/rollR,RcppRoll;xts;rollR;RQuantLib;testthat;lubridate;snowfall
tabplot,mtennekes/tabplot,dichromat;shiny;RColorBrewer;classInt;grid;ffbase;ff;colorspace;ggplot2;tabplot;roxygen2;devtools
wzrfun,walmes/wzRfun,multcomp;RColorBrewer;plyr;doBy;lme4;wzRfun;latticeExtra;roxygen2;lattice;rpanel;devtools
lifetable,jdthorpe/LifeTable,LifeTable;rootSolve
r6cpp,zzawadz/R6cpp,R6;Rcpp;readr;stringi;whisker;R6cpp;magrittr
soilwater,ecor/soilwater,soilwater;roxygen2
anchormodeling,jangorecki/anchormodeling,anchormodeling;shiny;R6;RPostgreSQL;rpivotTable;parallel;testthat;shinydashboard;data.table;XML;microbenchmark;DT;devtools
opentraj,thalles753/opentraj,plyr;maptools;openair;foreach;parallel;reshape;sp;doParallel;rgdal;raster
nwfscsurvey,nwfsc-assess/nwfscSurvey,RODBC;nwfscSurveyCode
bootstrapping,vathymut/bootstrapping,bootstrapping;testthat;tvm
wtc,statguy/STREM,gdata;rstan;grid;rasterVis;maptools;parallel;WTC;ggplot2;gisfin;adehabitatLT;lattice;devtools;gstat;CircStats;rgeos;INLA;tidyr;doMC;sp;reshape2;fmi;plyr;stringr;boot;ST;rgdal;methods;scales;raster;R.utils;fields;dplyr;Rcpp;lme4;data.table;Blur
rparse,dgrtwo/rparse,rparse;httr;dplyr;testthat;rjson;jsonlite
anamr,fauxneticien/anamR,;dplyr;stringr
metacom,taddallas/metacom,vegan;testthat;metacom;lattice;devtools
flowerpower,vsbuffalo/flowerpower,httr;lubridate;R6
list,SensitiveQuestions/list,sandwich;quadprog;magic;gamlss.dist;coda;testthat;MASS;VGAM;mvtnorm;corpcor;utils
metaseqr,pmoulos/metaseqr,GenomicRanges;parallel;rtracklayer;rjson;log4r;DESeq;corrplot;baySeq;limma;edgeR;EDASeq;qvalue;survcomp;VennDiagram;Rsamtools;NBPSeq;gplots;RSQLite;metaseqr;BSgenome;biomaRt;vsn;TCC;RMySQL;brew;NOISeq;BiocInstaller;zoo;utils
pweight,dobriban/pweight,qqman
eear,bryangoodrich/EEAR,shiny;RColorBrewer;EEAR;dplyr;ggplot2;scales
hiver,bryanhanson/HiveR,RColorBrewer;grid;plyr;png;jpeg;utils;stats
rrna,jpbida/RRNA,RRNA
bigrquery,Roads4U/bigq,assertthat;R6;httr;dplyr;jsonlite
climclass,ecor/ClimClass,stringr;roxygen2;ClimClass;ggplot2;geosphere;climatol;reshape2;devtools
repra,NREL/repra,assertthat;dplyr;Rcpp;testthat;ggplot2;data.table;reshape2
circul,jknowles/circus,caret;testthat;clusterCrit;boot;circul;e1071
midasr,mpiktas/midasr,midasr;sandwich;numDeriv;quantmod;Matrix;testthat;MASS;optimx;graphics;forecast;utils;stats
bitphylor,keyuan/bitphyloR,R6;Matrix;bitphyloR;RBGL;igraph;testthat;microbenchmark;stats
lazyweave,nutterb/lazyWeave,Hmisc
shinypart,skranz/shinyPart,shinyEvents;shiny
basalt,elswob/BASALT,RColorBrewer;grid;org.Hs.eg.db;gplots;impute;ggplot2;heatmap.plus;genefu;reshape;ctc
evp,evpickett/evp,grid
scdhlm,jepusto/scdhlm,shiny;scdhlm;plyr;iterators;foreach;snow;reshape;ggplot2;boot;rlecuyer;markdown;nlme;doSNOW;stats
engsoccerdata,jalapic/engsoccerdata,tidyr;dplyr
funfact,dalejbarr/funfact,MASS;clusterGeneration
iqfeed,bwlewis/iqfeed,xts
munsell,cwickham/munsell,testthat;colorspace
mlinterfaces,lgatto/MLInterfaces,gdata;rpart;genefilter;MASS;Biobase;BiocGenerics;hwriter;pamr;golubEsets;boost;fpc;sfsmisc;sma;rgl;rda;RColorBrewer;MLInterfaces;gbm;cluster;annotate;methods;RWeka;shiny;ipred;pls;ggvis
apitools,Lchiffon/APItools,XML;rjson;RCurl
drivertools,ishanina/DriverTools,methods;shiny;DriverTools
rankdist,ZhaozhiQIAN/rankdist,rankdist;Rcpp;hash;testthat;optimx;permute;methods
sperrorest,unterwegsmitkeks/sperrorest,ROCR;rpart;parallel;sperrorest
lshr,tyler-foxworthy/lshr,BMS
rstpm2,mclements/rstpm2,numDeriv;frailtypack;lmtest;graphics;lattice;mgcv;foreign;gaussquad;rstpm2;devtools;CoxRidge;bbmle;relsurv;stats;splines;sandwich;deSolve;methods;Rcpp;ICE;survival
mosaicapps,farfallawang/mosaicApps,shiny;grid;mosaicData;ggplot2;manipulate;lattice;mosaic
ieeer,ropensci/IEEER,httr;IEEER;XML;testthat
bnstruct,sambofra/bnstruct,Rgraphviz;bitops;Matrix;bnstruct;testthat;igraph;methods
irrieddycoclean,adamhsparks/IRRI-EddyCo-Gap-Fill-and-Outlier-Removal,pracma;plyr;stringr;dplyr;lubridate;zoo;sqldf
webuse,leeper/webuse,haven
wordcloudanalysis,sadhikamalladi/WordCloudAnalysis,wordcloud
txdb.tcruziclbrenernonesmer.tritryp25.genes,elsayed-lab/TxDb.TcruziCLBrenerNonEsmer.tritryp25.genes,GenomicFeatures;AnnotationDbi
phylofun,groupschoof/PhyloFun,tools;phangorn;PhyloFun;rredis;Biostrings;RCurl;stringr;Rcpp;RMySQL;ape;parallel;RUnit;brew;XML;xtable;gRain;biomaRt;utils
poiscon,poissonconsulting/poiscon,poiscon;assertthat;grid;stringr;tulip;testthat;ggplot2;lubridate;jaggernaut;beepr
homer,MalteThodberg/homeR,stringr;dplyr;rtracklayer;tidyr;magrittr
jsurvformat,SophiaJia/Jsurvformat,survival;knitr;grid
rstreams,rstreams/rstreams,rstreams;testthat
savr,bcalder/savR,gridExtra;savR;testthat;ggplot2;XML;methods;reshape2;scales
comparative,HajkD/comparative,RColorBrewer;dplyr;ggplot2;myTAI;philentropy;orthologr;graphics;methods;reshape2;grDevices;utils;stats
txdb.tbruceitreu927.tritryp25.genes,elsayed-lab/TxDb.TbruceiTREU927.tritryp25.genes,GenomicFeatures;AnnotationDbi
btydplus,mplatzer/BTYDplus,Rcpp;BTYD;coda;testthat;data.table;BTYDplus
txdb.tgondiime49.toxo25.genes,elsayed-lab/TxDb.TgondiiME49.toxo25.genes,GenomicFeatures;AnnotationDbi
alsm,bryangoodrich/ALSM,rgl;nnet;multcompView;rpart;SuppDists;MASS;HH;scatterplot3d;lmtest;bestglm;boot;MPV;lattice;alr3;car;leaps;Rcmdr
pwr,raoelg/pwr,ggplot2;stats
txdb.tcruziclbrener.tritryp25.genes,elsayed-lab/TxDb.TcruziCLBrener.tritryp25.genes,GenomicFeatures;AnnotationDbi
pilr.api.r,pilrhealth/pilr.api.r,;httr;jsonlite
varcomp,gitlongor/varComp,CompQuadForm;quadprog;SPA3G;Matrix;parallel;MASS;compiler;mvtnorm;graphics;RLRsim;nlme;utils;stats
wiod,bquast/wiod,gvc;decompr
itsadug,vr-vr/itsadug,ggplot2;lattice;mgcv
